idx,hybrid,set,premise,hypothesis,genre,label_true,label_pred,source,avg_conf,deb_preds,tokens,cost_usd
360,v5_ensemble_gate,mismatched,Perhaps present water called for some stylistic celebration.,Present water called for celebration because they were so thirsty.,verbatim,neutral,neutral,ensemble,0.9993460377057394,neutral|neutral|neutral,0,0.0
361,v5_ensemble_gate,mismatched,"One common way of measuring inventory is to calculate the I/S ratio'that is, the ratio of total finished good inventories to total sales.",The I/S ratio is the ratio of total sales to total good inventories.,oup,contradiction,contradiction,api,0.979523777961731,contradiction|entailment|entailment,261,0.0010725
362,v5_ensemble_gate,mismatched,Here the answer is a definite yes.,The answer is no.,oup,contradiction,contradiction,ensemble,0.999731719493866,contradiction|contradiction|contradiction,0,0.0
363,v5_ensemble_gate,mismatched,"So I didn't like that at first, and then, of course, you know, as the story unfolded, you would, uh, relate that to your own experiences of being afraid and, and learning to conquer those fears and that kind of thing.",The story was of Jack and the Beanstalk. I was afraid of Jacks.,facetoface,neutral,neutral,ensemble,0.996633489926656,neutral|neutral|neutral,0,0.0
364,v5_ensemble_gate,mismatched,"Oh yeah, I want to quit early today.",I am quitting early today for an emergency.,facetoface,neutral,neutral,ensemble,0.9992894331614176,neutral|neutral|neutral,0,0.0
365,v5_ensemble_gate,mismatched,"Yes, he said.",He didn't say a word.,facetoface,contradiction,contradiction,ensemble,0.999944806098938,contradiction|contradiction|contradiction,0,0.0
366,v5_ensemble_gate,mismatched,"Fulfilling his bargain with Turabi, Bin Ladin used his construction company to build a new highway from Khartoum to Port Sudan on the Red Sea coast.",Bin Ladin used his construction company to construct a highway between the city to the airport to make travel easier.,nineeleven,neutral,neutral,ensemble,0.980167806148529,neutral|neutral|neutral,0,0.0
367,v5_ensemble_gate,mismatched,Proposition 3 The assembly room'the traditional focus of attention for industry competitiveness'can provide competitive benefits only if other more fundamental changes in manufacturing practice have been introduced.,Changing the manufacturing practice allows the industry to focus on competitiveness.,oup,entailment,entailment,ensemble,0.9478275974591572,entailment|entailment|entailment,0,0.0
368,v5_ensemble_gate,mismatched,"The Branch's goals focus on increasing the percentage of youth  Grow into mentally and physically healthy adults; Know how to structure their lives in ways that produce meaning and enjoyment; Plan their high school program to allow them to qualify for future higher education, even if the current goals are vocational; Use non-violent conflict resolution skills when needed; Reach adulthood without being involved in alcohol, tobacco and other drug use; Are able to develop and achieve their goals and aspirations.",The Branch has several goals revolving around helping youths.,letters,entailment,entailment,ensemble,0.9976419806480408,entailment|entailment|entailment,0,0.0
369,v5_ensemble_gate,mismatched,"How about um, your motorcycle?",What about the motorcycle you have? ,facetoface,entailment,entailment,ensemble,0.9952010909716288,entailment|entailment|entailment,0,0.0
370,v5_ensemble_gate,mismatched,"People like 74-year-old Margaret, who keeps active by playing bridge and taking classes in Spanish, aerobics and sewing at Heritage Place.","Margaret keeps active by taking classes, exercising and playing games at Heritage Place, she is 74 and sharp as a tack.",letters,entailment,unknown,api,0.9571060538291932,entailment|neutral|neutral,335,0.0030749999999999996
371,v5_ensemble_gate,mismatched,"This one-time staple has been replaced by shirts of dizzying diversity in fabric, design, and style, providing the final consumer with a huge assortment of shirts while exposing retailers and manufacturers to increased risk of holding large volumes of unsold goods.",Final consumers have less diversity in choices of shirts these days.,oup,contradiction,contradiction,ensemble,0.995732605457306,contradiction|contradiction|contradiction,0,0.0
372,v5_ensemble_gate,mismatched,"Well, thank you for being part of this study",We regret to inform you that you do not qualify for this study.,facetoface,contradiction,contradiction,ensemble,0.9998986919720968,contradiction|contradiction|contradiction,0,0.0
373,v5_ensemble_gate,mismatched,"With its roots in Taylorism, each PBS task is given a target time or  SAM (Standard Allocated Minutes).","Thanks to Taylorism, each PBS task is assigned Standard Allocated Minutes (SAM).",oup,entailment,entailment,ensemble,0.9985696077346802,entailment|entailment|entailment,0,0.0
374,v5_ensemble_gate,mismatched,"This organization's structure included as its operating arms an intelligence component, a military committee, a financial committee, a political committee, and a committee in charge of media affairs and propaganda.",The largest branch was its political committee.,nineeleven,neutral,neutral,ensemble,0.9995381633440652,neutral|neutral|neutral,0,0.0
375,v5_ensemble_gate,mismatched,and that sounds like good ad copy to me.,That ad copy does not sound good to me.,verbatim,contradiction,contradiction,ensemble,0.999702254931132,contradiction|contradiction|contradiction,0,0.0
376,v5_ensemble_gate,mismatched,How about I used to read you stories a lot.,I used to read stories to you a fair bit.,facetoface,entailment,entailment,ensemble,0.9979167779286704,entailment|entailment|entailment,0,0.0
377,v5_ensemble_gate,mismatched,"The remaining 20 percent are either invented ( laser, bogus, splurge ) or have been borrowed from more than 200 other languages or dialects from Arabic to Zulu.",The last 20 percent is either made up or taken from other languages.,verbatim,entailment,entailment,ensemble,0.9987020889918008,entailment|entailment|entailment,0,0.0
378,v5_ensemble_gate,mismatched,"Gradually, spike one's guns came to mean `frustrate the enemy by blocking his intended plan of action.","Spiking one's guns  came to mean "" to kiss your enemy.""",verbatim,contradiction,contradiction,ensemble,0.9998495976130168,contradiction|contradiction|contradiction,0,0.0
379,v5_ensemble_gate,mismatched,"Both set off the alarm, and they were directed to a second metal detector.","There was no alarm triggered, and there were no metal detectors..",nineeleven,contradiction,contradiction,ensemble,0.9999449253082277,contradiction|contradiction|contradiction,0,0.0
380,v5_ensemble_gate,mismatched,A Stitch in Time uses the U.S. apparel story to highlight the transformation of retailing and manufacturing across the board.,A Stitch in Time is a magazine company.,oup,neutral,neutral,api,0.9961851239204408,neutral|neutral|contradiction,306,0.002885
381,v5_ensemble_gate,mismatched,I guess I read a lot of classic comics.,I like to read the classic comics over the more modern ones.,facetoface,neutral,neutral,ensemble,0.9991525411605836,neutral|neutral|neutral,0,0.0
382,v5_ensemble_gate,mismatched,"Although a seemingly mundane, tactical aspect of business, a firm's inventory strategy reflects its approach to managing risk.",It is possible to determine a firm's risk management philosophy by examining their inventory strategy.,oup,entailment,entailment,ensemble,0.997114320596059,entailment|entailment|entailment,0,0.0
383,v5_ensemble_gate,mismatched,"When Isaac Bashevis Singer was awarded the Nobel Prize for Literature in 1978, he remarked in his acceptance ",The Nobel Prize is an award that is highly looked upon.,verbatim,neutral,neutral,ensemble,0.996203084786733,neutral|neutral|neutral,0,0.0
384,v5_ensemble_gate,mismatched,Another book that I read recently is very interesting books The Journals of Lewis and Clark.,I recently read The Journals of Lewis and Clark.,facetoface,entailment,entailment,ensemble,0.9982133706410726,entailment|entailment|entailment,0,0.0
385,v5_ensemble_gate,mismatched,Won't you be a part of extending the promise with your gift today?,Will you contribute to us today/,letters,entailment,entailment,ensemble,0.9568991661071776,entailment|entailment|entailment,0,0.0
386,v5_ensemble_gate,mismatched,Then watch your gift multiply.,Watch your gift dwindle. ,letters,contradiction,contradiction,ensemble,0.9998736580212912,contradiction|contradiction|contradiction,0,0.0
387,v5_ensemble_gate,mismatched,"Some time ago, Texans picked up a speech habit that is being acquired by the rest of the country.",The Texan people mimicked the accent of the rest of Americans,verbatim,contradiction,neutral,ensemble,0.823285182317098,neutral|neutral|neutral,0,0.0
388,v5_ensemble_gate,mismatched,It was about seven or eight feet tall.,It was approximately seven or eight feet tall. ,facetoface,entailment,entailment,ensemble,0.998005191485087,entailment|entailment|entailment,0,0.0
389,v5_ensemble_gate,mismatched,Counting definitions is a start.,A start is counting definitions.,verbatim,entailment,entailment,ensemble,0.9971526463826498,entailment|entailment|entailment,0,0.0
390,v5_ensemble_gate,mismatched,"Kmart became the first major nonfood retailer to employ them as a means of tracking inventory in the early 1980s, several years before Walton made this technology a core building block of his distribution system.",Kmart was the first major retailer to track inventory in the early 1980s using the new distribution system.,oup,entailment,unknown,api,0.9767992297808328,entailment|neutral|entailment,347,0.0031349999999999998
391,v5_ensemble_gate,mismatched, Kid  Ory played great jazz trombone.,Kid played jazz music in clubs.,verbatim,neutral,neutral,ensemble,0.9979534149169922,neutral|neutral|neutral,0,0.0
